0  0  1.00000000  0  1.00000000
0  1  0.00000000  0  0.00000000
0  2  0.00000000  0  0.00000000
0  3  0.00000000  0  0.00000000
0  4  0.00000000  0  0.00000000
0  5  0.00000000  0  0.00000000
0  6  0.00000000  0  0.00000000
0  7  0.00000000  0  0.00000000
0  8  0.00000000  0  0.00000000
0  9  0.00000000  0  0.00000000
0  10  0.00000000  0  0.00000000
0  11  0.00000000  0  0.00000000
0  12  0.00000000  0  0.00000000
0  13  0.00000000  0  0.00000000
0  14  0.00000000  0  0.00000000
0  15  0.00000000  0  0.00000000
0  16  0.00000000  0  0.00000000
0  17  0.00000000  0  0.00000000
0  18  0.00000000  0  0.00000000
0  19  0.00000000  0  0.00000000

1  0  0.00000000  0  1.00000000
1  1  0.70710678  0  0.00000000
1  2  0.70710678  0  0.00000000
1  3  0.00000000  0  0.00000000
1  4  0.00000000  0  0.00000000
1  5  0.00000000  0  0.00000000
1  6  0.00000000  0  0.00000000
1  7  0.00000000  0  0.00000000
1  8  0.00000000  0  0.00000000
1  9  0.00000000  0  0.00000000
1  10  0.00000000  0  0.00000000
1  11  0.00000000  0  0.00000000
1  12  0.00000000  0  0.00000000
1  13  0.00000000  0  0.00000000
1  14  0.00000000  0  0.00000000
1  15  0.00000000  0  0.00000000
1  16  0.00000000  0  0.00000000
1  17  0.00000000  0  0.00000000
1  18  0.00000000  0  0.00000000
1  19  0.00000000  0  0.00000000

2  0  0.70710678  0  0.00000000
2  1  0.50000000  0  0.70710678
2  2  0.50000000  0  0.70710678
2  3  0.00000000  0  0.00000000
2  4  0.00000000  0  0.00000000
2  5  0.00000000  0  0.00000000
2  6  0.00000000  0  0.00000000
2  7  0.00000000  0  0.00000000
2  8  0.00000000  0  0.00000000
2  9  0.00000000  0  0.00000000
2  10  0.00000000  0  0.00000000
2  11  0.00000000  0  0.00000000
2  12  0.00000000  0  0.00000000
2  13  0.00000000  0  0.00000000
2  14  0.00000000  0  0.00000000
2  15  0.00000000  0  0.00000000
2  16  0.00000000  0  0.00000000
2  17  0.00000000  0  0.00000000
2  18  0.00000000  0  0.00000000
2  19  0.00000000  0  0.00000000

3  0  0.00000000  0  0.25000000
3  1  0.50000000  0  0.70710678
3  2  0.61237244  0  0.66143783
3  3  0.50000000  0  0.00000000
3  4  0.35355339  0  0.00000000
3  5  0.00000000  0  0.00000000
3  6  0.00000000  0  0.00000000
3  7  0.00000000  0  0.00000000
3  8  0.00000000  0  0.00000000
3  9  0.00000000  0  0.00000000
3  10  0.00000000  0  0.00000000
3  11  0.00000000  0  0.00000000
3  12  0.00000000  0  0.00000000
3  13  0.00000000  0  0.00000000
3  14  0.00000000  0  0.00000000
3  15  0.00000000  0  0.00000000
3  16  0.00000000  0  0.00000000
3  17  0.00000000  0  0.00000000
3  18  0.00000000  0  0.00000000
3  19  0.00000000  0  0.00000000

4  0  0.50775240  0  0.00000000
4  1  0.49212549  0  0.17677670
4  2  0.51916399  0  0.53033009
4  3  0.36443449  0  0.68465320
4  4  0.31250000  0  0.46770717
4  5  0.00000000  0  0.00000000
4  6  0.00000000  0  0.00000000
4  7  0.00000000  0  0.00000000
4  8  0.00000000  0  0.00000000
4  9  0.00000000  0  0.00000000
4  10  0.00000000  0  0.00000000
4  11  0.00000000  0  0.00000000
4  12  0.00000000  0  0.00000000
4  13  0.00000000  0  0.00000000
4  14  0.00000000  0  0.00000000
4  15  0.00000000  0  0.00000000
4  16  0.00000000  0  0.00000000
4  17  0.00000000  0  0.00000000
4  18  0.00000000  0  0.00000000
4  19  0.00000000  0  0.00000000

5  0  0.00000000  0  0.40281753
5  1  0.35903517  0  0.17677670
5  2  0.50000000  0  0.51295473
5  3  0.50582544  0  0.61639585
5  4  0.44852188  0  0.40425441
5  5  0.33946189  0  0.00000000
5  6  0.22097087  0  0.00000000
5  7  0.00000000  0  0.00000000
5  8  0.00000000  0  0.00000000
5  9  0.00000000  0  0.00000000
5  10  0.00000000  0  0.00000000
5  11  0.00000000  0  0.00000000
5  12  0.00000000  0  0.00000000
5  13  0.00000000  0  0.00000000
5  14  0.00000000  0  0.00000000
5  15  0.00000000  0  0.00000000
5  16  0.00000000  0  0.00000000
5  17  0.00000000  0  0.00000000
5  18  0.00000000  0  0.00000000
5  19  0.00000000  0  0.00000000

6  0  0.41507432  0  0.00000000
6  1  0.34416269  0  0.28483501
6  2  0.47519575  0  0.31105624
6  3  0.46711924  0  0.38364864
6  4  0.36944342  0  0.56703898
6  5  0.28970189  0  0.52123194
6  6  0.21175065  0  0.28585104
6  7  0.00000000  0  0.00000000
6  8  0.00000000  0  0.00000000
6  9  0.00000000  0  0.00000000
6  10  0.00000000  0  0.00000000
6  11  0.00000000  0  0.00000000
6  12  0.00000000  0  0.00000000
6  13  0.00000000  0  0.00000000
6  14  0.00000000  0  0.00000000
6  15  0.00000000  0  0.00000000
6  16  0.00000000  0  0.00000000
6  17  0.00000000  0  0.00000000
6  18  0.00000000  0  0.00000000
6  19  0.00000000  0  0.00000000

7  0  0.00000000  0  0.37696604
7  1  0.29350186  0  0.28483501
7  2  0.38127067  0  0.30428365
7  3  0.41488490  0  0.36076125
7  4  0.47117480  0  0.52008684
7  5  0.42112280  0  0.46705768
7  6  0.33197562  0  0.25572486
7  7  0.25373758  0  0.00000000
7  8  0.14973032  0  0.00000000
7  9  0.00000000  0  0.00000000
7  10  0.00000000  0  0.00000000
7  11  0.00000000  0  0.00000000
7  12  0.00000000  0  0.00000000
7  13  0.00000000  0  0.00000000
7  14  0.00000000  0  0.00000000
7  15  0.00000000  0  0.00000000
7  16  0.00000000  0  0.00000000
7  17  0.00000000  0  0.00000000
7  18  0.00000000  0  0.00000000
7  19  0.00000000  0  0.00000000

8  0  0.36651520  0  0.00000000
8  1  0.28288286  0  0.26655524
8  2  0.35936309  0  0.33409159
8  3  0.39645726  0  0.29471980
8  4  0.44416352  0  0.33371936
8  5  0.37658846  0  0.44757067
8  6  0.28858658  0  0.49428393
8  7  0.23506442  0  0.37652230
8  8  0.14726207  0  0.18082478
8  9  0.00000000  0  0.00000000
8  10  0.00000000  0  0.00000000
8  11  0.00000000  0  0.00000000
8  12  0.00000000  0  0.00000000
8  13  0.00000000  0  0.00000000
8  14  0.00000000  0  0.00000000
8  15  0.00000000  0  0.00000000
8  16  0.00000000  0  0.00000000
8  17  0.00000000  0  0.00000000
8  18  0.00000000  0  0.00000000
8  19  0.00000000  0  0.00000000

9  0  0.00000000  0  0.34096540
9  1  0.25916538  0  0.26655524
9  2  0.32738059  0  0.32843372
9  3  0.32339183  0  0.28158123
9  4  0.37836503  0  0.31555805
9  5  0.42098669  0  0.41893399
9  6  0.41176455  0  0.45296613
9  7  0.33548553  0  0.34232692
9  8  0.26318956  0  0.16758758
9  9  0.19613949  0  0.00000000
9  10  0.10413001  0  0.00000000
9  11  0.00000000  0  0.00000000
9  12  0.00000000  0  0.00000000
9  13  0.00000000  0  0.00000000
9  14  0.00000000  0  0.00000000
9  15  0.00000000  0  0.00000000
9  16  0.00000000  0  0.00000000
9  17  0.00000000  0  0.00000000
9  18  0.00000000  0  0.00000000
9  19  0.00000000  0  0.00000000

10  0  0.33376575  0  0.00000000
10  1  0.25152014  0  0.24109895
10  2  0.31167345  0  0.30603031
10  3  0.30858762  0  0.29909899
10  4  0.36022689  0  0.30590578
10  5  0.40172092  0  0.29905256
10  6  0.38240020  0  0.37086559
10  7  0.30187323  0  0.43628202
10  8  0.24104730  0  0.40147605
10  9  0.18888175  0  0.26951189
10  10  0.10339628  0  0.11850231
10  11  0.00000000  0  0.00000000
10  12  0.00000000  0  0.00000000
10  13  0.00000000  0  0.00000000
10  14  0.00000000  0  0.00000000
10  15  0.00000000  0  0.00000000
10  16  0.00000000  0  0.00000000
10  17  0.00000000  0  0.00000000
10  18  0.00000000  0  0.00000000
10  19  0.00000000  0  0.00000000

11  0  0.00000000  0  0.31468065
11  1  0.23600803  0  0.24109895
11  2  0.29551815  0  0.30173876
11  3  0.28319845  0  0.28820552
11  4  0.31013438  0  0.29281334
11  5  0.33540254  0  0.28556117
11  6  0.38153841  0  0.35098483
11  7  0.39217956  0  0.40716282
11  8  0.34449772  0  0.37021051
11  9  0.27315860  0  0.25048056
11  10  0.21654112  0  0.11263038
11  11  0.15226146  0  0.00000000
11  12  0.07311221  0  0.00000000
11  13  0.00000000  0  0.00000000
11  14  0.00000000  0  0.00000000
11  15  0.00000000  0  0.00000000
